"plot","subplot","species","date","year","block","div","species_name","ag_biomass"
3,"d","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
3,"d","fe","12-16.08.2019",2019,1,12,"Festuca rubra","142.40812906475799"
3,"d","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","121.14279251444"
3,"d","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","15.8351779002922"
3,"d","lu","12-16.08.2019",2019,1,12,"Luzula campestris","2.8953162789644198"
3,"d","or","12-16.08.2019",2019,1,12,"Origanum vulgare","9.4720409957190395"
3,"d","po","12-16.08.2019",2019,1,12,"Poa trivialis","3.3936878407212001"
3,"d","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","16.556036766404699"
3,"d","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","60.635145221862302"
3,"d","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","2.8196705954834802"
30,"a","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","58.085458337395401"
30,"a","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","73.530793942037107"
30,"a","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
30,"a","fe","12-16.08.2019",2019,1,12,"Festuca rubra","179.50994201664099"
30,"a","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","108.223835111214"
30,"a","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","4.9250866227113796"
30,"a","lu","12-16.08.2019",2019,1,12,"Luzula campestris","1.2078272300469499"
30,"a","or","12-16.08.2019",2019,1,12,"Origanum vulgare","9.6316834261183395"
30,"a","po","12-16.08.2019",2019,1,12,"Poa trivialis","2.0522825931912099"
30,"a","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","6.5902391338926103"
30,"a","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","46.781428468320598"
30,"a","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","1.5638231184312901"
30,"b","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","49.996325153823399"
30,"b","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","72.726325125934693"
30,"b","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","1.64051705914138"
30,"b","fe","12-16.08.2019",2019,1,12,"Festuca rubra","72.459541088703304"
30,"b","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","147.22884580014301"
30,"b","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","4.43148852556169"
30,"b","lu","12-16.08.2019",2019,1,12,"Luzula campestris","1.55432529326663"
30,"b","or","12-16.08.2019",2019,1,12,"Origanum vulgare","10.768635502257199"
30,"b","po","12-16.08.2019",2019,1,12,"Poa trivialis","1.70208260619477"
30,"b","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","21.626921071621599"
30,"b","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","25.080573007268502"
30,"b","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","2.9580197660839098"
30,"c","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","75.378459048173298"
30,"c","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","250.35170277691901"
30,"c","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
30,"c","fe","12-16.08.2019",2019,1,12,"Festuca rubra","56.786655767517097"
30,"c","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","39.133349684482397"
30,"c","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","6.9241193838767696"
30,"c","lu","12-16.08.2019",2019,1,12,"Luzula campestris","2.7877798832493799"
30,"c","or","12-16.08.2019",2019,1,12,"Origanum vulgare","26.906288883231198"
30,"c","po","12-16.08.2019",2019,1,12,"Poa trivialis","NA"
30,"c","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","28.822387328374798"
30,"c","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","37.716914099183498"
30,"c","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","17.881943144992601"
30,"d","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","63.7614988675221"
30,"d","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","92.937686642747906"
30,"d","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
30,"d","fe","12-16.08.2019",2019,1,12,"Festuca rubra","61.594713056006398"
30,"d","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","75.220038413501797"
30,"d","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","1.7396971152451799"
30,"d","lu","12-16.08.2019",2019,1,12,"Luzula campestris","0.32129567450497698"
30,"d","or","12-16.08.2019",2019,1,12,"Origanum vulgare","4.4981580566847104"
30,"d","po","12-16.08.2019",2019,1,12,"Poa trivialis","0.28006307448346102"
30,"d","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","6.9721140579757597"
30,"d","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","59.069228985073401"
30,"d","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","3.67350605625436"
31,"a","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","298.5136"
31,"a","lu","12-16.08.2019",2019,1,4,"Luzula campestris","1.4552"
31,"a","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","38.543199999999999"
31,"a","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","2.6472000000000002"
31,"b","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","239.37360000000001"
31,"b","lu","12-16.08.2019",2019,1,4,"Luzula campestris","7.5271999999999997"
31,"b","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","22.091200000000001"
31,"b","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","37.135199999999998"
31,"c","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","196.84880000000001"
31,"c","lu","12-16.08.2019",2019,1,4,"Luzula campestris","3.8231999999999999"
31,"c","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","25.391200000000001"
31,"c","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","16.183199999999999"
31,"d","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","301.71689658671301"
31,"d","lu","12-16.08.2019",2019,1,4,"Luzula campestris","1.1900129309488801"
31,"d","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","27.555255876432"
31,"d","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","1.68823460590577"
32,"a","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","71.664771877131599"
32,"a","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","108.50882040457699"
32,"a","fe","12-16.08.2019",2019,1,8,"Festuca rubra","97.663714632775495"
32,"a","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","7.4475308344201698"
32,"a","or","12-16.08.2019",2019,1,8,"Origanum vulgare","35.464751961495899"
32,"a","po","12-16.08.2019",2019,1,8,"Poa trivialis","2.0082287504160901"
32,"a","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","41.901446847800599"
32,"a","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","6.06153469138295"
32,"b","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","103.21120000000001"
32,"b","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","142.23920000000001"
32,"b","fe","12-16.08.2019",2019,1,8,"Festuca rubra","129.16319999999999"
32,"b","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","0.80720000000000203"
32,"b","or","12-16.08.2019",2019,1,8,"Origanum vulgare","13.571199999999999"
32,"b","po","12-16.08.2019",2019,1,8,"Poa trivialis","1.5871999999999999"
32,"b","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","16.915199999999999"
32,"b","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.5591999999999999"
32,"c","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","69.995199999999997"
32,"c","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","94.059200000000004"
32,"c","fe","12-16.08.2019",2019,1,8,"Festuca rubra","98.547200000000004"
32,"c","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","3.1631999999999998"
32,"c","or","12-16.08.2019",2019,1,8,"Origanum vulgare","8.3591999999999995"
32,"c","po","12-16.08.2019",2019,1,8,"Poa trivialis","NA"
32,"c","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","34.083199999999998"
32,"c","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.0311999999999999"
32,"d","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","74.0066341940895"
32,"d","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","165.81346552863999"
32,"d","fe","12-16.08.2019",2019,1,8,"Festuca rubra","166.02594276580001"
32,"d","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","2.7834168355617002"
32,"d","or","12-16.08.2019",2019,1,8,"Origanum vulgare","1.9335078869209099"
32,"d","po","12-16.08.2019",2019,1,8,"Poa trivialis","2.25014063249297"
32,"d","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","33.269331744042603"
32,"d","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.7543604124525101"
33,"a","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","60.252604809256901"
33,"a","fe","12-16.08.2019",2019,1,8,"Festuca rubra","251.07294340987201"
33,"a","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","169.87818564454901"
33,"a","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","3.5329204122220199"
33,"a","lu","12-16.08.2019",2019,1,8,"Luzula campestris","4.1550860242270904"
33,"a","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","10.363869752305201"
33,"a","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","14.410091629000201"
33,"a","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","3.6830983185680699"
33,"b","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","68.514225217977895"
33,"b","fe","12-16.08.2019",2019,1,8,"Festuca rubra","109.058219094111"
33,"b","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","280.92716812951301"
33,"b","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","4.8363904444500001"
33,"b","lu","12-16.08.2019",2019,1,8,"Luzula campestris","3.4022259934544201"
33,"b","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","5.9697100537137402"
33,"b","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","13.247682526294801"
33,"b","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.8155785404851701"
33,"c","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","88.760646906169001"
33,"c","fe","12-16.08.2019",2019,1,8,"Festuca rubra","146.08083112026"
33,"c","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","58.870981292250498"
33,"c","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","3.2028264134404698"
33,"c","lu","12-16.08.2019",2019,1,8,"Luzula campestris","2.8433497735573399"
33,"c","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","3.1905715279899098"
33,"c","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","17.326176245434599"
33,"c","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","2.6350167208977999"
33,"d","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","88.172040112952402"
33,"d","fe","12-16.08.2019",2019,1,8,"Festuca rubra","49.235423177528403"
33,"d","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","313.60608770156801"
33,"d","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","5.3460861781972104"
33,"d","lu","12-16.08.2019",2019,1,8,"Luzula campestris","0.96120411681652496"
33,"d","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","1.00176731812439"
33,"d","tr","12-16.08.2019",2019,1,8,"Tragopogon pratensis","24.2282563870105"
33,"d","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.3019350078026299"
34,"a","po","12-16.08.2019",2019,1,1,"Poa trivialis","64.471599999999995"
34,"b","po","12-16.08.2019",2019,1,1,"Poa trivialis","63.319200000000002"
34,"c","po","12-16.08.2019",2019,1,1,"Poa trivialis","40.035600000000002"
34,"d","po","12-16.08.2019",2019,1,1,"Poa trivialis","34.339599999999997"
35,"a","an","12-16.08.2019",2019,1,1,"Anthoxanthum odoratum","127.2568"
35,"b","an","12-16.08.2019",2019,1,1,"Anthoxanthum odoratum","195.99680000000001"
35,"c","an","12-16.08.2019",2019,1,1,"Anthoxanthum odoratum","194.05680000000001"
35,"d","an","12-16.08.2019",2019,1,1,"Anthoxanthum odoratum","147.05760000000001"
36,"a","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","172.52395239843301"
36,"a","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
36,"a","po","12-16.08.2019",2019,1,4,"Poa trivialis","1.4293930909788199"
36,"a","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","125.048254510588"
36,"b","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","78.761315434697593"
36,"b","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","1.89602528814963"
36,"b","po","12-16.08.2019",2019,1,4,"Poa trivialis","5.7513534497434797"
36,"b","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","113.88810582740901"
36,"c","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","159.84883861730401"
36,"c","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
36,"c","po","12-16.08.2019",2019,1,4,"Poa trivialis","1.34726610758846"
36,"c","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","47.8134952751074"
36,"d","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","132.70217630491101"
36,"d","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
36,"d","po","12-16.08.2019",2019,1,4,"Poa trivialis","4.9010099628669499"
36,"d","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","66.414413732221703"
37,"a","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","33.424194480673201"
37,"a","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","123.992609133302"
37,"a","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
37,"a","fe","12-16.08.2019",2019,1,12,"Festuca rubra","71.935173135633406"
37,"a","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","72.908088086997694"
37,"a","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","31.467749786877501"
37,"a","lu","12-16.08.2019",2019,1,12,"Luzula campestris","2.6541376188567898"
37,"a","or","12-16.08.2019",2019,1,12,"Origanum vulgare","0.133599514034351"
37,"a","po","12-16.08.2019",2019,1,12,"Poa trivialis","2.2543568472439799"
37,"a","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","0.133599514034351"
37,"a","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","108.283275718605"
37,"a","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","3.0499850741374899"
37,"b","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","92.736697104926506"
37,"b","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","58.8330133185218"
37,"b","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
37,"b","fe","12-16.08.2019",2019,1,12,"Festuca rubra","107.209607313487"
37,"b","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","76.506959645616405"
37,"b","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","26.2918229721055"
37,"b","lu","12-16.08.2019",2019,1,12,"Luzula campestris","2.8058165673415298"
37,"b","or","12-16.08.2019",2019,1,12,"Origanum vulgare","3.7921055502187602"
37,"b","po","12-16.08.2019",2019,1,12,"Poa trivialis","3.7921055502187602"
37,"b","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","12.4001187713124"
37,"b","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","55.715635640499201"
37,"b","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","4.9545175657526404"
37,"c","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","49.802022310554499"
37,"c","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","10.6109196212602"
37,"c","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
37,"c","fe","12-16.08.2019",2019,1,12,"Festuca rubra","96.418653317602903"
37,"c","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","150.91979581450201"
37,"c","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","27.461467753274601"
37,"c","lu","12-16.08.2019",2019,1,12,"Luzula campestris","4.3873217581752799"
37,"c","or","12-16.08.2019",2019,1,12,"Origanum vulgare","28.253298668360699"
37,"c","po","12-16.08.2019",2019,1,12,"Poa trivialis","NA"
37,"c","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","21.532392364703401"
37,"c","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","26.3316602280909"
37,"c","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","11.3544681634752"
37,"d","an","12-16.08.2019",2019,1,12,"Anthoxanthum odoratum","45.511792218156401"
37,"d","ar","12-16.08.2019",2019,1,12,"Arrhenaterum elatius","35.554969705162598"
37,"d","ca","12-16.08.2019",2019,1,12,"Cardamine pratensis","NA"
37,"d","fe","12-16.08.2019",2019,1,12,"Festuca rubra","121.951728807365"
37,"d","ho","12-16.08.2019",2019,1,12,"Holcus lanatus","182.95709033445999"
37,"d","kn","12-16.08.2019",2019,1,12,"Knautia arvensis","2.96227598275259"
37,"d","lu","12-16.08.2019",2019,1,12,"Luzula campestris","2.5936635263955301"
37,"d","or","12-16.08.2019",2019,1,12,"Origanum vulgare","8.0628436928097003"
37,"d","po","12-16.08.2019",2019,1,12,"Poa trivialis","2.3964987241580298"
37,"d","ru","12-16.08.2019",2019,1,12,"Rumex acetosa","20.295633814240801"
37,"d","tr","12-16.08.2019",2019,1,12,"Tragopogon pratensis","36.956059603309598"
37,"d","ve","12-16.08.2019",2019,1,12,"Veronica chamaedrys","5.23824359118984"
38,"a","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","107.926473937374"
38,"a","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","1.8206079060860001"
38,"a","fe","12-16.08.2019",2019,1,8,"Festuca rubra","180.869183718258"
38,"a","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","130.16242011590001"
38,"a","lu","12-16.08.2019",2019,1,8,"Luzula campestris","2.4282436630437498"
38,"a","po","12-16.08.2019",2019,1,8,"Poa trivialis","2.51630681622603"
38,"a","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","56.912916536921401"
38,"a","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","13.0310473061905"
38,"b","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","49.580384630985897"
38,"b","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
38,"b","fe","12-16.08.2019",2019,1,8,"Festuca rubra","274.638011036244"
38,"b","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","60.423618920563399"
38,"b","lu","12-16.08.2019",2019,1,8,"Luzula campestris","NA"
38,"b","po","12-16.08.2019",2019,1,8,"Poa trivialis","NA"
38,"b","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","37.167903308920202"
38,"b","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","7.5900821032863899"
38,"c","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","122.386105994442"
38,"c","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
38,"c","fe","12-16.08.2019",2019,1,8,"Festuca rubra","223.081940055578"
38,"c","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","147.333646685193"
38,"c","lu","12-16.08.2019",2019,1,8,"Luzula campestris","2.4939043271139298"
38,"c","po","12-16.08.2019",2019,1,8,"Poa trivialis","3.0839359269551401"
38,"c","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","30.251420325525999"
38,"c","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","5.2618466851925403"
38,"d","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","177.40238320906599"
38,"d","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
38,"d","fe","12-16.08.2019",2019,1,8,"Festuca rubra","154.578612015109"
38,"d","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","121.603234383314"
38,"d","lu","12-16.08.2019",2019,1,8,"Luzula campestris","3.6865284545902499"
38,"d","po","12-16.08.2019",2019,1,8,"Poa trivialis","3.32578799802923"
38,"d","ru","12-16.08.2019",2019,1,8,"Rumex acetosa","34.4812609755297"
38,"d","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","8.70219296436197"
39,"a","ve","12-16.08.2019",2019,1,1,"Veronica chamaedrys","359.72879999999998"
39,"b","ve","12-16.08.2019",2019,1,1,"Veronica chamaedrys","428.09280000000001"
39,"c","ve","12-16.08.2019",2019,1,1,"Veronica chamaedrys","340.1848"
39,"d","ve","12-16.08.2019",2019,1,1,"Veronica chamaedrys","303.76080000000002"
4,"a","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","76.773347163726598"
4,"a","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","41.213745031633202"
4,"a","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","0.87566903054036205"
4,"a","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","222.31787934280101"
4,"a","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","28.111246460349999"
4,"a","lu","12-16.08.2019",2019,1,8,"Luzula campestris","0.80917997975046796"
4,"a","or","12-16.08.2019",2019,1,8,"Origanum vulgare","70.888639512297004"
4,"a","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.7898934789013801"
4,"b","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","49.678121456336598"
4,"b","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","19.705413959229698"
4,"b","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
4,"b","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","275.461898516958"
4,"b","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","31.117993431648902"
4,"b","lu","12-16.08.2019",2019,1,8,"Luzula campestris","1.4747657909260801"
4,"b","or","12-16.08.2019",2019,1,8,"Origanum vulgare","25.112702535829801"
4,"b","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.60110430907094"
4,"c","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","91.449264530142102"
4,"c","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","134.43538620135101"
4,"c","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
4,"c","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","130.237887860656"
4,"c","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","43.4632722617295"
4,"c","lu","12-16.08.2019",2019,1,8,"Luzula campestris","1.35658597161743"
4,"c","or","12-16.08.2019",2019,1,8,"Origanum vulgare","47.911430928437902"
4,"c","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","2.7925722460658098"
4,"d","an","12-16.08.2019",2019,1,8,"Anthoxanthum odoratum","28.313142058763098"
4,"d","ar","12-16.08.2019",2019,1,8,"Arrhenaterum elatius","123.080435586604"
4,"d","ca","12-16.08.2019",2019,1,8,"Cardamine pratensis","NA"
4,"d","ho","12-16.08.2019",2019,1,8,"Holcus lanatus","281.41614892130701"
4,"d","kn","12-16.08.2019",2019,1,8,"Knautia arvensis","33.240610807478902"
4,"d","lu","12-16.08.2019",2019,1,8,"Luzula campestris","NA"
4,"d","or","12-16.08.2019",2019,1,8,"Origanum vulgare","37.727446065338"
4,"d","ve","12-16.08.2019",2019,1,8,"Veronica chamaedrys","1.81581656050955"
40,"a","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","76.552217393419696"
40,"a","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
40,"a","fe","12-16.08.2019",2019,1,4,"Festuca rubra","525.67295435139602"
40,"a","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","15.558028255184601"
40,"b","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","142.58370810111401"
40,"b","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
40,"b","fe","12-16.08.2019",2019,1,4,"Festuca rubra","373.191727442603"
40,"b","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","45.210964456282902"
40,"c","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","57.395252390926899"
40,"c","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
40,"c","fe","12-16.08.2019",2019,1,4,"Festuca rubra","519.13745423914895"
40,"c","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","48.2072933699244"
40,"d","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","130.90180075914799"
40,"d","ca","12-16.08.2019",2019,1,4,"Cardamine pratensis","NA"
40,"d","fe","12-16.08.2019",2019,1,4,"Festuca rubra","558.53401170028201"
40,"d","ve","12-16.08.2019",2019,1,4,"Veronica chamaedrys","31.857787540570399"
41,"a","ho","12-16.08.2019",2019,1,4,"Holcus lanatus","224.70790988921499"
41,"a","po","12-16.08.2019",2019,1,4,"Poa trivialis","1.3292780753532401"
41,"a","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","27.6947626029378"
41,"a","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","30.093649432494399"
41,"b","ho","12-16.08.2019",2019,1,4,"Holcus lanatus","264.82448611858899"
41,"b","po","12-16.08.2019",2019,1,4,"Poa trivialis","9.9326952186005109"
41,"b","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","49.805024567805098"
41,"b","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","78.456194095005003"
41,"c","ho","12-16.08.2019",2019,1,4,"Holcus lanatus","234.692523276429"
41,"c","po","12-16.08.2019",2019,1,4,"Poa trivialis","2.0704020422866098"
41,"c","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","32.300358076742398"
41,"c","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","19.503116604541901"
41,"d","ho","12-16.08.2019",2019,1,4,"Holcus lanatus","144.59621461845799"
41,"d","po","12-16.08.2019",2019,1,4,"Poa trivialis","3.3519629873447401"
41,"d","ru","12-16.08.2019",2019,1,4,"Rumex acetosa","27.686568935567902"
41,"d","tr","12-16.08.2019",2019,1,4,"Tragopogon pratensis","113.35645345863"
42,"a","kn","12-16.08.2019",2019,1,1,"Knautia arvensis","181.80080000000001"
42,"b","kn","12-16.08.2019",2019,1,1,"Knautia arvensis","243.30160000000001"
42,"c","kn","12-16.08.2019",2019,1,1,"Knautia arvensis","171.15360000000001"
42,"d","kn","12-16.08.2019",2019,1,1,"Knautia arvensis","197.52959999999999"
43,"a","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","90.531774431048007"
43,"a","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","68.225644731397594"
43,"a","kn","12-16.08.2019",2019,1,4,"Knautia arvensis","9.64725100948848"
43,"a","or","12-16.08.2019",2019,1,4,"Origanum vulgare","40.027329828065902"
43,"b","an","12-16.08.2019",2019,1,4,"Anthoxanthum odoratum","83.721340877763495"
43,"b","ar","12-16.08.2019",2019,1,4,"Arrhenaterum elatius","117.91465502282399"
43,"b","kn","12-16.08.2019",2019,1,4,"Knautia arvensis","7.4954628099173597"
43,"b","or","12-16.08.2019",2019,1,4,"Origanum vulgare","91.288541289494901"
